system:index,Dynamic world LULC,EVI,Elevation in m,Gross primary productivity in kg C per square m per 16 days,Land surface temperature in °C,Leaf area index,Methane ppb,Monthly precipitation in mm,NDVI,.geo
720,Trees,0.49,363,425.55,35.26,2.26,1893.35,76.9,0.69,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.273856815699995,45.499669140653765]}"
721,Built,0.41,238,418.91,36.31,1.73,1887.08,74.35,0.59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.363688344111946,45.499669140653765]}"
722,Built,0.39,64,434.0,32.42,2.44,1886.89,69.31,0.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.453519872523898,45.499669140653765]}"
723,Trees,0.46,46,398.82,30.31,3.25,1888.95,69.31,0.66,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.543351400935851,45.499669140653765]}"
724,Crops,0.4,31,319.82,33.94,1.76,1893.35,58.91,0.54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.633182929347804,45.499669140653765]}"
725,Crops,0.38,27,314.55,35.21,1.07,1891.29,50.95,0.52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.723014457759755,45.499669140653765]}"
726,Crops,0.36,23,294.64,35.98,0.95,1891.37,49.93,0.49,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.812845986171707,45.499669140653765]}"
727,Built,0.35,21,291.64,37.09,1.0,1890.69,50.26,0.49,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.90267751458366,45.499669140653765]}"
728,Crops,0.37,18,308.64,36.69,1.1,1890.45,53.8,0.51,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.99250904299561,45.499669140653765]}"
729,Crops,0.36,11,327.64,35.44,1.0,1890.03,54.89,0.52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.082340571407563,45.499669140653765]}"
730,Built,0.36,8,327.64,35.83,0.81,1895.62,55.69,0.52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.172172099819516,45.499669140653765]}"
731,Built,0.31,5,344.09,28.51,0.44,0.0,64.58,0.46,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.262003628231469,45.499669140653765]}"
732,Bare,0.23,2678,223.09,16.18,0.61,0.0,140.33,0.38,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.500932622398004,45.589500669065714]}"
733,Shrub and scrub,0.37,2436,340.91,18.14,2.51,0.0,90.07,0.56,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.590764150809957,45.589500669065714]}"
734,Trees,0.39,1261,378.73,21.88,3.35,0.0,80.41,0.62,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.680595679221908,45.589500669065714]}"
735,Trees,0.46,898,521.91,21.69,3.13,0.0,82.19,0.74,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.770427207633861,45.589500669065714]}"
736,Trees,0.51,1256,548.82,19.05,2.99,0.0,86.94,0.78,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.860258736045813,45.589500669065714]}"
737,Trees,0.57,1731,597.55,19.21,2.58,1884.39,96.61,0.8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.950090264457765,45.589500669065714]}"
738,Trees,0.45,621,549.91,24.87,3.76,1886.07,96.61,0.66,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.039921792869718,45.589500669065714]}"
739,Trees,0.46,486,541.09,25.22,3.96,1883.72,107.11,0.68,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.129753321281669,45.589500669065714]}"
740,Trees,0.49,372,534.45,26.99,3.88,1876.82,116.42,0.72,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.219584849693621,45.589500669065714]}"
741,Trees,0.43,292,480.0,28.73,3.69,1877.49,122.17,0.66,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.309416378105574,45.589500669065714]}"
742,Trees,0.45,267,465.55,30.77,2.9,1879.16,114.16,0.67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.399247906517525,45.589500669065714]}"
743,Trees,0.41,263,434.73,30.23,3.21,1882.89,98.79,0.63,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.489079434929478,45.589500669065714]}"
744,Crops,0.38,237,385.55,33.32,2.22,1883.01,83.96,0.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.57891096334143,45.589500669065714]}"
745,Crops,0.38,187,385.55,33.04,2.47,1880.0,85.76,0.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.668742491753383,45.589500669065714]}"
746,Built,0.44,213,447.82,34.68,1.48,1882.7,95.14,0.66,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.758574020165334,45.589500669065714]}"
747,Built,0.36,221,364.91,35.05,1.22,1888.08,95.14,0.52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.848405548577286,45.589500669065714]}"
748,Built,0.3,218,338.64,35.53,1.55,1892.25,103.81,0.44,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.938237076989239,45.589500669065714]}"
749,Crops,0.28,202,335.27,37.02,1.17,1893.45,104.02,0.43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.028068605401192,45.589500669065714]}"
750,Built,0.31,198,385.09,37.46,1.27,1893.08,98.67,0.48,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.117900133813142,45.589500669065714]}"
751,Built,0.25,189,0.0,38.59,0.64,1896.83,87.73,0.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.207731662225095,45.589500669065714]}"
752,Built,0.26,185,322.91,36.58,1.51,1896.45,75.93,0.41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.297563190637048,45.589500669065714]}"
753,Crops,0.32,194,327.36,36.96,1.34,1895.61,69.33,0.48,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.387394719048999,45.589500669065714]}"
754,Built,0.34,194,336.91,35.66,1.24,1892.43,67.26,0.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.477226247460951,45.589500669065714]}"
755,Built,0.37,174,355.0,36.55,1.26,1893.29,67.4,0.55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.567057775872904,45.589500669065714]}"
756,Built,0.35,174,321.09,37.1,0.97,1894.95,68.98,0.49,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.656889304284856,45.589500669065714]}"
757,Trees,0.35,177,320.73,36.32,0.85,1893.28,68.98,0.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.746720832696807,45.589500669065714]}"
758,Built,0.37,174,332.18,34.18,1.48,1892.18,69.54,0.52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.83655236110876,45.589500669065714]}"
759,Crops,0.37,190,344.36,33.12,1.88,1896.2,68.73,0.53,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.926383889520713,45.589500669065714]}"
760,Crops,0.33,220,310.91,32.9,1.98,1898.94,70.81,0.48,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.016215417932665,45.589500669065714]}"
761,Built,0.34,257,315.91,29.88,3.18,1897.5,72.94,0.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.106046946344616,45.589500669065714]}"
762,Trees,0.39,353,425.73,27.55,3.49,1896.1,75.12,0.58,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.195878474756569,45.589500669065714]}"
763,Built,0.39,537,425.73,26.64,3.63,1892.61,77.39,0.58,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.285710003168521,45.589500669065714]}"
764,Trees,0.53,501,435.55,27.09,3.78,1908.23,78.54,0.72,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.375541531580472,45.589500669065714]}"
765,Built,0.45,347,397.36,27.28,3.65,1903.21,78.68,0.63,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.465373059992425,45.589500669065714]}"
766,Built,0.37,190,359.09,29.36,3.03,1861.05,76.36,0.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.555204588404377,45.589500669065714]}"
767,Water,0.04,67,307.55,27.07,2.43,0.0,76.36,0.33,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.64503611681633,45.589500669065714]}"
768,Built,0.3,455,372.64,26.35,3.12,0.0,78.97,0.52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.734867645228281,45.589500669065714]}"
769,Trees,0.44,419,378.91,25.94,3.34,0.0,81.77,0.64,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.824699173640234,45.589500669065714]}"
770,Trees,0.52,642,414.18,26.01,3.46,1884.42,84.7,0.72,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.914530702052186,45.589500669065714]}"
771,Trees,0.5,719,415.45,22.95,3.47,0.0,88.41,0.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.004362230464139,45.589500669065714]}"
772,Trees,0.55,929,468.73,22.59,3.76,1878.62,91.82,0.75,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.09419375887609,45.589500669065714]}"
773,Trees,0.6,758,496.36,23.48,4.15,1878.62,94.49,0.8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.184025287288042,45.589500669065714]}"
774,Trees,0.56,559,469.09,27.77,3.42,0.0,94.01,0.76,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.273856815699995,45.589500669065714]}"
775,Built,0.47,378,416.36,30.17,2.99,1884.73,85.93,0.65,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.363688344111946,45.589500669065714]}"
776,Trees,0.44,94,383.27,33.29,2.05,1886.46,75.66,0.63,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.453519872523898,45.589500669065714]}"
777,Crops,0.36,46,325.09,35.32,1.46,1889.55,75.66,0.51,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.543351400935851,45.589500669065714]}"
778,Crops,0.45,44,378.09,34.32,1.63,1888.16,64.48,0.61,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.633182929347804,45.589500669065714]}"
779,Crops,0.43,35,346.55,33.32,1.64,1887.29,56.95,0.58,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.723014457759755,45.589500669065714]}"
780,Crops,0.43,34,346.55,35.2,1.07,1890.06,50.19,0.58,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.812845986171707,45.589500669065714]}"
781,Crops,0.38,29,308.55,35.47,0.97,1890.83,44.56,0.52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.90267751458366,45.589500669065714]}"
782,Crops,0.36,26,304.73,35.34,0.96,1890.9,47.15,0.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.99250904299561,45.589500669065714]}"
783,Crops,0.37,18,317.27,34.57,1.16,1889.56,50.99,0.52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.082340571407563,45.589500669065714]}"
784,Built,0.37,14,322.09,36.38,0.91,1888.09,59.23,0.51,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.172172099819516,45.589500669065714]}"
785,Crops,0.37,10,342.45,36.27,1.09,1885.92,70.23,0.53,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.262003628231469,45.589500669065714]}"
786,Crops,0.36,6,351.55,36.87,1.13,1884.45,74.26,0.51,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.35183515664342,45.589500669065714]}"
787,Crops,0.4,1,404.55,36.53,1.2,1891.52,74.26,0.59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.441666685055372,45.589500669065714]}"
788,Crops,0.38,1,335.18,36.35,1.11,0.0,73.72,0.55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.531498213467325,45.589500669065714]}"
789,Crops,0.36,1,325.73,34.95,1.51,1885.03,69.83,0.52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.621329741879277,45.589500669065714]}"
790,Crops,0.36,-1,350.73,34.97,1.48,1881.52,62.79,0.51,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.711161270291228,45.589500669065714]}"
791,Trees,0.34,2096,482.27,20.88,1.81,0.0,92.05,0.68,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.500932622398004,45.67933219747766]}"
792,Trees,0.28,2279,426.09,23.03,2.99,0.0,95.88,0.59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.590764150809957,45.67933219747766]}"
793,Built,0.45,775,579.0,23.4,3.28,0.0,103.76,0.75,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.680595679221908,45.67933219747766]}"
794,Trees,0.35,1964,413.0,17.34,2.17,0.0,105.03,0.61,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.770427207633861,45.67933219747766]}"
795,Trees,0.38,1616,429.09,18.32,2.5,0.0,110.85,0.66,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.860258736045813,45.67933219747766]}"
796,Trees,0.41,1854,364.0,17.02,2.68,0.0,119.93,0.61,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.950090264457765,45.67933219747766]}"
797,Trees,0.5,1310,486.09,18.1,3.23,0.0,119.93,0.73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.039921792869718,45.67933219747766]}"
798,Trees,0.53,952,582.27,20.34,3.7,1879.87,131.11,0.8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.129753321281669,45.67933219747766]}"
799,Trees,0.52,596,619.18,24.51,3.98,1881.13,158.95,0.8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.219584849693621,45.67933219747766]}"
800,Trees,0.54,415,629.0,26.94,3.75,1870.76,159.27,0.82,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.309416378105574,45.67933219747766]}"
801,Trees,0.47,378,535.18,26.31,3.98,1876.52,121.8,0.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.399247906517525,45.67933219747766]}"
802,Built,0.47,305,535.18,30.16,2.98,1878.45,105.71,0.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.489079434929478,45.67933219747766]}"
803,Trees,0.49,319,534.64,30.11,3.06,1874.8,93.64,0.74,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.57891096334143,45.67933219747766]}"
804,Trees,0.43,251,474.0,31.11,3.14,1873.17,92.81,0.69,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.668742491753383,45.67933219747766]}"
805,Trees,0.46,272,508.91,32.48,2.23,1880.37,102.39,0.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.758574020165334,45.67933219747766]}"
806,Built,0.4,272,451.36,32.91,2.16,1885.18,102.39,0.59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.848405548577286,45.67933219747766]}"
